tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,icon
22.2,12.9,16.3,22.2,12.9,16.3,8.8,64.06,0.0,0.0,0.0,0.0,40.5,25.6,223.0,1022.4,56.9,16.0,174.6,6.9,4,0.65,partly-cloudy-day
23.4,10.6,16.7,23.4,10.6,16.8,7.2,54.81,0.0,0.0,0.0,0.0,30.152941759387325,16.4,226.5,1021.7,48.2,16.0,189.5,7.5,4,0.7,partly-cloudy-day
21.2,10.0,14.2,21.2,9.6,14.2,7.7,66.97,0.0,0.0,0.0,0.0,26.17305239845881,12.8,168.9,1026.4,21.1,15.9,187.7,7.4,4,0.75,partly-cloudy-day
16.0,7.2,10.8,16.0,7.1,10.7,8.1,84.23,0.0,0.0,0.0,0.0,29.5,14.1,187.4,1025.6,22.1,14.0,190.0,7.5,4,0.8,partly-cloudy-day
23.4,8.8,15.7,23.4,7.8,15.5,10.1,71.21,0.0,0.0,0.0,0.0,51.8,25.7,215.5,1020.3,25.1,15.9,183.7,7.3,4,0.86,partly-cloudy-day
22.9,14.4,18.4,22.9,14.4,18.4,15.5,83.95,0.02,8.33,0.0,0.0,55.3,40.2,208.4,1015.9,66.9,16.0,101.7,3.7,2,0.91,rain
18.3,9.3,14.5,18.3,7.4,14.2,9.6,73.7,0.37,20.83,0.0,0.0,50.0,25.5,286.5,1014.5,98.7,15.3,29.7,1.1,0,0.95,rain
9.3,4.4,7.7,6.6,1.0,4.7,5.9,88.74,5.91,70.83,0.0,0.0,33.5,25.4,122.6,1016.0,97.8,10.8,23.4,0.8,0,0.98,rain
9.3,3.7,6.1,6.9,-0.1,3.1,-0.1,65.74,0.0,0.0,0.0,0.0,38.9,25.7,296.6,1018.3,38.5,16.0,117.8,4.7,3,1.0,partly-cloudy-day
13.9,1.0,6.2,13.9,-2.7,3.8,-0.2,64.43,2.41,16.67,0.0,0.0,66.7,49.7,193.3,1019.4,57.7,15.1,135.4,5.4,4,0.0,rain
12.2,6.7,9.4,12.2,3.6,7.5,0.8,56.62,7.91,12.5,0.0,0.0,69.8,43.9,259.3,1009.6,68.2,15.6,152.6,6.0,3,0.01,rain
8.4,2.2,5.6,5.3,-2.2,2.2,-3.8,51.32,0.0,0.0,0.0,0.0,37.1,24.0,274.6,1012.9,70.2,16.0,146.1,5.3,3,0.04,partly-cloudy-day
1.7,-4.4,-1.2,-1.9,-9.7,-6.9,-11.3,46.72,0.0,0.0,0.0,0.0,50.1,33.0,322.2,1027.3,27.1,16.0,170.8,6.8,3,0.07,wind
6.7,-5.1,0.6,2.8,-10.1,-3.9,-7.2,56.47,0.0,0.0,0.0,0.0,51.8,33.0,243.4,1032.3,64.7,16.0,153.7,5.5,3,0.12,wind
17.2,7.2,11.7,17.2,2.9,10.3,0.9,48.19,0.0,0.0,0.0,0.0,46.9,34.9,227.3,1023.6,65.7,16.0,157.2,6.2,3,0.17,wind
16.2,6.7,12.0,16.2,3.5,11.3,1.4,48.98,0.0,0.0,0.0,0.0,37.1,22.0,299.2,1025.3,63.8,16.0,144.4,5.7,4,0.22,partly-cloudy-day
8.4,1.7,5.6,4.5,-2.2,1.8,0.3,69.15,0.0,0.0,0.0,0.0,38.9,34.5,143.3,1032.0,77.8,16.0,39.0,1.3,1,0.27,wind
14.4,2.8,8.6,14.4,-2.7,6.1,5.7,82.64,45.85,41.67,0.0,0.0,51.7,31.3,221.8,1013.0,78.1,12.8,16.5,0.7,0,0.31,rain
6.2,-1.2,2.8,2.7,-4.6,-1.4,-6.6,51.29,0.0,0.0,0.0,0.0,44.6,32.8,276.4,1024.1,31.2,16.0,168.5,6.1,3,0.36,wind
10.0,-2.2,3.7,9.6,-5.6,1.9,-2.2,65.74,0.29,8.33,0.0,0.0,38.9,16.4,271.6,1028.2,93.9,16.0,91.6,4.3,2,0.4,rain
15.0,4.4,9.9,15.0,4.4,9.4,8.8,92.96,7.46,58.33,0.0,0.0,46.4,27.4,142.9,1017.9,95.1,11.6,45.0,1.6,1,0.43,rain
12.8,4.9,9.6,12.8,4.9,9.3,6.8,83.61,0.0,4.17,0.0,0.0,27.94189211442704,14.4,260.0,1015.9,75.5,12.6,67.5,2.4,2,0.46,partly-cloudy-day
11.2,5.5,8.6,11.2,2.0,7.2,2.1,64.38,0.0,0.0,0.0,0.0,38.9,23.9,273.7,1013.7,71.4,15.9,103.3,3.7,2,0.48,partly-cloudy-day
11.2,3.2,6.5,11.2,-0.1,4.3,-1.8,56.26,0.0,0.0,0.0,0.0,25.9,20.3,239.8,1018.9,6.8,16.0,169.9,6.1,3,0.5,clear-day
16.2,3.7,9.8,16.2,2.4,9.3,8.0,88.56,21.41,50.0,0.0,0.0,86.5,65.8,141.8,1011.5,98.4,11.5,36.2,1.2,1,0.5,rain
17.2,6.7,13.3,17.2,2.8,12.4,8.8,75.74,11.43,20.83,0.0,0.0,65.4,49.4,185.7,1001.1,83.2,13.9,83.0,3.3,2,0.51,rain
6.1,1.7,4.3,2.1,-2.8,0.1,-3.4,57.29,0.0,0.0,0.0,0.0,49.6,29.2,230.1,1011.3,59.0,16.0,111.8,4.4,3,0.53,partly-cloudy-day
9.4,0.6,5.2,6.5,-4.4,1.4,-4.0,52.27,0.0,0.0,0.0,0.0,35.3,23.8,236.0,1018.9,35.6,16.0,157.9,5.7,3,0.55,partly-cloudy-day
13.9,5.0,9.2,13.9,0.8,7.2,0.4,55.77,0.61,12.5,0.0,0.0,46.4,29.3,213.8,1015.7,83.4,16.0,124.2,4.5,2,0.58,rain
7.8,0.7,4.3,7.2,-7.0,-0.3,3.2,92.83,43.74,95.83,1.66,1.66,72.3,47.7,184.1,1002.0,99.5,10.1,16.3,0.4,0,0.62,snow
2.2,-1.2,0.9,-2.2,-7.9,-5.0,-5.3,63.88,0.01,4.17,0.99,2.65,61.7,42.1,292.5,1002.1,78.9,15.8,170.4,6.1,4,0.67,snow
0.7,-2.9,-1.2,-2.4,-8.8,-6.1,-7.3,63.5,0.0,0.0,0.14,1.41,40.7,25.5,301.3,1006.7,57.5,16.0,168.5,6.1,3,0.73,snow
-0.7,-2.8,-1.8,-5.8,-9.4,-7.7,-7.3,66.31,0.0,0.0,0.27,1.0,42.1,31.0,312.4,1005.8,92.9,16.0,92.8,3.0,2,0.78,snow
2.2,-4.4,-0.8,-0.5,-9.7,-4.7,-6.1,67.24,0.0,0.0,0.0,0.33,30.26349424163534,16.5,250.6,1007.5,83.3,16.0,94.5,3.4,2,0.84,partly-cloudy-day
6.7,1.1,3.5,3.2,-2.8,0.1,-2.7,64.64,0.0,0.0,0.0,0.0,45.4,30.9,289.2,1014.5,53.4,16.0,114.8,4.1,3,0.89,wind
10.6,-1.2,4.8,10.6,-4.8,2.5,0.4,73.87,0.0,0.0,0.0,0.0,40.7,25.8,233.2,1021.4,56.5,15.8,150.5,5.4,3,0.94,partly-cloudy-day
8.3,2.8,5.7,7.2,0.9,3.8,5.1,96.06,12.28,33.33,0.0,0.0,37.1,20.2,170.5,1020.2,89.9,5.1,47.7,1.7,1,0.97,rain
14.4,4.4,8.5,14.4,1.3,7.6,5.1,81.19,0.0,0.0,0.0,0.0,44.6,23.9,221.8,1013.1,78.6,9.2,134.3,4.4,3,1.0,partly-cloudy-day
4.3,1.1,2.3,2.2,-3.9,-0.9,-1.4,76.57,1.73,33.33,0.0,0.0,33.5,20.2,305.1,1012.4,74.4,16.0,38.7,1.3,1,1.0,rain
2.2,-4.3,-0.2,-2.7,-9.7,-5.7,-11.8,43.36,0.0,0.0,0.0,0.0,42.5,29.3,294.2,1021.0,34.6,16.0,176.9,6.4,3,0.0,partly-cloudy-day
-1.2,-8.9,-5.1,-8.4,-14.9,-11.3,-13.0,54.54,0.15,4.17,17.79,17.79,53.6,40.1,164.1,1030.4,83.9,15.3,115.9,4.2,2,0.02,snow
-0.1,-6.1,-3.9,-8.0,-15.1,-12.1,-5.6,88.21,8.02,58.33,12.01,29.81,73.6,54.5,209.7,1015.6,88.1,5.0,80.6,2.9,2,0.05,snow
-1.6,-5.8,-3.7,-6.6,-11.9,-9.2,-10.3,60.42,0.0,0.0,0.8,30.61,35.3,22.0,335.3,1023.2,71.1,15.9,99.1,3.2,2,0.09,snow
-1.6,-8.5,-4.7,-1.6,-13.7,-8.6,-9.5,69.31,0.0,0.0,0.0,30.09,29.821284312643282,16.1,241.3,1028.0,60.8,16.0,167.4,6.0,3,0.13,partly-cloudy-day
2.2,-3.4,-0.9,1.7,-7.6,-3.1,-4.0,79.98,0.8,16.67,13.77,25.64,25.95194743396278,12.6,217.5,1021.8,92.7,15.3,65.0,2.1,1,0.18,snow
2.7,-2.3,0.7,1.7,-5.1,-1.9,-1.1,88.37,0.0,0.0,2.74,22.83,30.04238927713931,16.3,271.1,1009.7,88.7,9.1,74.8,2.4,1,0.23,snow
6.7,1.0,3.4,3.0,-2.7,-0.5,-3.0,63.53,0.0,0.0,0.0,21.63,50.0,31.4,278.0,1006.7,57.6,16.0,150.6,4.9,3,0.28,wind
3.4,-0.2,1.2,2.1,-6.0,-3.0,-7.0,54.73,0.0,0.0,0.0,19.84,42.4,27.4,263.6,1025.8,42.3,16.0,186.9,6.1,3,0.32,partly-cloudy-day
11.2,-1.3,6.0,11.2,-5.5,3.1,4.0,87.05,0.01,8.33,0.0,17.9,61.2,38.5,164.8,1023.1,91.9,16.0,138.0,4.5,2,0.37,rain
14.4,6.1,11.3,14.4,1.4,10.2,9.8,91.11,38.25,70.83,0.96,5.74,70.9,49.5,165.6,1004.8,99.7,10.7,30.7,1.0,1,0.4,snow
4.3,-1.7,0.1,-1.6,-7.9,-6.0,-7.8,55.63,0.0,0.0,0.0,0.33,57.3,40.3,236.0,1007.8,56.4,16.0,175.0,6.3,4,0.44,wind
3.3,-3.9,-0.5,-0.2,-9.4,-4.9,-7.7,58.78,0.0,0.0,0.0,0.0,25.9,23.7,233.7,1023.2,31.2,16.0,187.6,6.1,3,0.47,partly-cloudy-day
9.4,-2.2,3.8,6.3,-5.7,0.7,0.2,77.79,0.0,0.0,0.0,0.0,42.7,29.3,189.5,1021.8,75.7,16.0,76.5,2.8,2,0.49,partly-cloudy-day
5.6,-3.9,0.9,1.2,-9.7,-4.6,-11.5,40.61,0.0,0.0,0.0,0.0,59.2,38.5,296.0,1024.5,31.9,16.0,130.9,4.7,3,0.5,wind
4.4,-4.4,-0.7,-0.4,-10.8,-5.5,-10.0,50.51,0.0,0.0,0.0,0.0,50.0,33.2,242.2,1026.8,77.2,16.0,98.2,3.9,3,0.5,wind
7.2,1.6,5.1,3.8,-2.4,1.1,-0.8,66.3,2.56,16.67,0.0,0.0,53.5,36.6,264.2,1018.4,82.0,15.8,57.3,1.9,1,0.51,rain
2.2,-1.8,0.8,2.1,-6.5,-2.1,-5.4,63.96,0.82,4.17,0.0,0.0,34.13283112031584,20.0,231.6,1030.1,58.3,15.8,146.7,4.8,3,0.53,rain
5.7,0.0,3.8,4.0,-5.5,-0.6,1.6,86.58,12.27,50.0,0.0,0.0,58.8,38.1,232.3,1011.0,83.4,11.6,62.0,2.2,1,0.56,rain
2.1,-1.2,0.2,-1.8,-6.1,-4.0,-2.9,79.82,0.8,25.0,0.8,0.8,31.7,23.8,234.4,1019.9,91.1,14.6,44.0,1.4,1,0.6,snow
3.9,-0.6,0.9,-0.7,-6.1,-3.8,-2.3,79.6,0.0,0.0,0.48,1.28,38.4443779279884,23.9,226.1,1014.6,88.9,15.9,115.9,4.2,3,0.65,snow
0.7,-1.1,-0.3,-4.1,-6.4,-5.1,-2.7,84.07,0.29,8.33,0.0,0.43,34.46448856705989,20.3,343.6,1013.0,100.0,12.2,73.1,2.4,1,0.7,snow
3.4,-0.6,0.7,-1.0,-6.3,-4.4,-4.9,67.51,0.0,0.0,0.0,0.0,44.5,27.5,319.2,1011.9,81.4,16.0,128.2,4.6,3,0.76,partly-cloudy-day
5.0,-1.2,1.2,1.0,-7.6,-4.0,-8.0,50.73,0.0,0.0,0.0,0.0,40.7,29.0,311.8,1015.0,59.7,16.0,186.9,6.7,4,0.82,partly-cloudy-day
5.0,-3.4,-0.3,2.5,-8.8,-5.1,-9.8,51.07,0.0,0.0,0.0,0.0,33.5,23.5,313.6,1013.0,13.7,16.0,179.7,6.5,4,0.87,clear-day
2.2,-4.4,-1.2,-0.1,-10.8,-6.4,-9.7,52.84,0.0,0.0,0.0,0.0,31.7,25.5,337.3,1010.8,57.6,16.0,162.3,5.8,3,0.92,partly-cloudy-day
5.0,-2.8,0.6,1.8,-9.3,-3.6,-8.7,50.54,0.0,0.0,0.0,0.0,37.1,25.6,315.0,1019.9,49.3,16.0,180.8,6.5,4,0.96,partly-cloudy-day
1.7,-3.5,-0.4,-1.4,-7.1,-3.3,-8.1,56.52,0.0,0.0,0.0,0.0,30.04238927713931,16.3,236.1,1023.8,88.1,16.0,66.5,2.6,1,0.99,partly-cloudy-day
5.6,-2.3,0.9,2.5,-7.1,-2.3,-6.3,59.19,0.0,0.0,0.0,0.0,29.5,18.2,269.3,1018.4,74.9,16.0,152.4,6.0,4,1.0,partly-cloudy-day
4.4,-0.8,1.9,3.3,-4.4,-1.3,-4.9,60.96,0.0,0.0,0.0,0.0,32.03233395760357,18.1,216.6,1015.6,77.1,16.0,180.6,5.9,4,0.0,partly-cloudy-day
3.3,-0.1,1.6,3.3,-3.2,-0.8,-1.1,82.3,2.7,54.17,0.0,0.0,27.94189211442704,14.4,181.1,1011.5,98.2,9.6,76.1,2.5,1,0.01,rain
4.4,0.6,2.7,1.2,-2.5,-0.5,-0.1,82.65,0.0,0.0,0.0,0.0,33.5,20.2,175.4,1017.3,86.2,12.8,156.3,5.6,3,0.03,partly-cloudy-day
10.7,2.8,6.1,10.7,-2.5,2.0,4.0,86.63,26.63,50.0,0.0,0.0,76.0,56.7,156.7,998.4,90.1,13.0,53.4,1.7,2,0.06,rain
6.1,1.2,3.8,0.9,-4.9,-1.5,-4.0,57.61,0.0,0.0,0.0,0.0,65.7,40.3,247.6,996.2,66.7,16.0,124.8,4.9,3,0.1,wind
7.2,-0.1,3.8,3.2,-5.6,-0.8,-4.3,55.69,0.0,0.0,0.0,0.0,53.3,38.2,254.3,1004.0,70.6,16.0,161.0,5.8,3,0.14,wind
4.4,-2.9,0.6,0.7,-8.8,-4.0,-7.5,55.4,0.0,0.0,0.0,0.0,35.3,23.8,273.3,1014.4,58.8,15.9,148.2,5.9,4,0.19,partly-cloudy-day
2.9,-3.3,0.3,-0.1,-9.8,-4.2,-7.7,55.64,0.0,0.0,0.0,0.0,39.3,27.4,286.5,1012.0,80.9,16.0,107.6,3.9,2,0.23,partly-cloudy-day
-0.7,-6.2,-3.1,-2.5,-11.6,-7.6,-10.1,59.28,0.0,0.0,0.0,0.0,37.1,25.4,236.2,1008.3,84.6,15.4,91.2,3.3,2,0.28,partly-cloudy-day
5.7,-0.7,2.4,2.1,-4.7,-1.3,-4.6,60.39,0.0,0.0,0.0,0.0,35.3,23.6,264.8,1003.5,81.0,16.0,138.3,5.0,4,0.33,partly-cloudy-day
1.1,-7.8,-2.7,-3.3,-16.5,-9.5,-12.2,49.05,0.0,0.0,0.0,0.0,58.8,38.3,296.3,1011.6,40.5,16.0,180.4,6.5,4,0.37,wind
-0.6,-8.3,-5.0,-8.3,-17.5,-13.3,-17.2,38.93,0.0,0.0,0.0,0.0,66.6,42.1,294.2,1013.9,14.1,16.0,218.7,7.9,4,0.41,wind
2.2,-6.7,-3.1,-2.2,-15.0,-9.2,-14.6,41.92,0.0,0.0,0.0,0.0,49.6,32.8,309.5,1016.9,24.5,16.0,198.0,7.8,4,0.44,wind
1.2,-5.7,-2.1,-2.9,-10.5,-6.6,-7.3,68.89,5.29,25.0,5.28,5.28,30.9,17.9,193.5,1017.0,65.6,12.7,125.9,5.0,3,0.47,snow
1.7,-2.1,-0.2,-0.6,-7.9,-4.3,-2.1,87.09,2.2,37.5,3.17,8.45,34.13283112031584,20.0,302.7,1015.0,100.0,10.9,68.9,2.5,2,0.49,snow
0.7,-7.8,-1.8,-3.5,-16.3,-7.6,-5.3,78.37,1.48,45.83,0.54,6.74,59.1,38.5,323.1,1015.1,94.8,10.1,65.2,2.3,1,0.5,snow
-8.3,-13.9,-10.6,-17.1,-25.9,-20.7,-19.1,49.84,0.0,0.0,0.16,6.58,62.6,40.3,312.2,1014.3,47.5,16.0,174.3,6.9,4,0.51,snow
-6.6,-13.3,-10.3,-13.3,-22.1,-18.4,-18.5,51.51,0.0,0.0,0.0,6.31,44.0,25.5,323.3,1023.0,19.0,16.0,215.5,8.5,4,0.52,clear-day
-5.1,-13.9,-9.1,-5.7,-21.6,-13.7,-15.4,60.62,0.0,0.0,0.0,6.04,31.6,20.1,194.2,1026.8,54.1,16.0,171.3,6.8,4,0.54,partly-cloudy-day
1.7,-5.9,-1.5,-5.0,-11.5,-8.2,-4.4,81.62,16.9,50.0,4.89,10.86,69.5,56.5,48.2,1018.4,99.5,10.2,36.2,1.3,1,0.59,snow
1.2,-1.1,-0.2,-5.1,-8.2,-6.7,-1.1,93.51,6.65,54.17,2.93,13.79,68.1,51.4,159.0,997.9,99.9,8.4,85.3,3.1,2,0.63,snow
1.2,-2.1,-0.4,-2.9,-7.9,-5.2,-3.4,80.65,0.0,4.17,2.15,12.2,33.5,20.4,303.1,996.0,100.0,14.2,125.9,5.0,3,0.68,snow
2.9,-1.7,0.2,-1.4,-6.7,-3.9,-4.2,72.97,0.3,8.33,0.0,12.2,38.9,22.0,293.1,1006.5,73.4,15.1,156.5,6.2,4,0.74,rain
4.4,-3.3,0.9,3.9,-6.4,-1.9,-1.5,84.21,0.3,12.5,0.0,11.86,48.2,20.2,222.5,1006.9,74.7,15.9,73.2,2.9,2,0.8,rain
5.6,-0.7,1.8,1.1,-6.8,-2.8,-7.2,54.9,0.0,0.0,0.0,10.03,51.8,35.0,251.1,1013.0,28.0,16.0,229.4,9.1,5,0.85,wind
2.8,-2.8,-0.9,-1.5,-9.3,-5.1,-4.8,77.15,11.13,33.33,11.35,20.55,33.5,23.8,217.8,1015.7,94.5,10.8,32.8,1.2,1,0.9,snow
-1.6,-7.2,-4.5,-7.0,-14.6,-10.3,-13.1,52.61,0.0,0.0,6.81,27.36,53.9,34.6,277.8,1024.9,37.6,15.9,222.6,8.8,5,0.94,snow
-2.8,-5.8,-4.2,-5.1,-9.7,-7.9,-8.5,74.29,4.26,33.33,2.51,27.18,31.921781475355555,18.0,149.2,1025.8,93.1,10.9,71.3,2.8,2,0.97,snow
-1.1,-6.9,-4.0,-5.0,-13.5,-9.3,-10.4,62.97,0.0,0.0,1.51,28.68,31.7,22.1,306.3,1024.6,55.1,16.0,218.8,8.7,4,1.0,snow
-1.6,-6.7,-4.1,-5.9,-13.7,-9.0,-12.9,51.15,0.0,0.0,0.0,26.69,40.7,23.8,320.9,1024.1,68.5,16.0,222.5,8.8,4,1.0,partly-cloudy-day
-2.8,-11.7,-7.0,-5.6,-21.0,-13.3,-18.3,40.79,0.0,0.0,0.0,25.17,40.8,26.1,303.3,1025.8,64.1,16.0,228.6,9.1,5,0.0,partly-cloudy-day
-2.3,-8.3,-4.9,-6.8,-16.3,-10.2,-13.9,50.87,0.0,0.0,0.0,23.42,33.5,23.7,168.4,1027.0,93.4,16.0,154.6,3.9,3,0.02,cloudy
0.7,-2.8,-1.2,0.7,-7.7,-4.3,-6.5,67.55,0.0,0.0,0.0,22.5,29.5,17.9,194.9,1024.1,100.0,16.0,110.8,4.4,3,0.04,cloudy
-0.6,-2.7,-1.4,-3.8,-8.3,-5.9,-4.0,82.64,0.91,33.33,0.0,21.92,29.5,21.9,183.0,1023.7,99.9,12.1,47.9,1.9,1,0.07,snow
4.4,-1.1,1.8,2.5,-5.5,-2.1,1.1,95.8,16.17,50.0,0.0,20.85,52.1,36.5,156.3,1006.1,97.9,5.5,63.6,2.3,2,0.1,rain
0.0,-5.0,-2.8,-5.7,-12.2,-8.8,-13.5,44.41,0.0,0.0,0.0,17.25,54.0,38.3,305.1,1023.6,41.7,16.0,229.0,9.9,5,0.14,wind
-0.7,-4.4,-2.7,-2.8,-9.2,-7.0,-9.9,60.35,2.36,20.83,4.05,19.21,33.5,25.6,121.9,1030.6,99.7,12.9,107.6,4.3,2,0.19,snow
-1.2,-3.8,-2.6,-6.3,-9.7,-8.0,-4.0,89.79,10.86,87.5,7.39,26.6,33.5,25.6,241.9,1021.5,100.0,4.5,61.0,2.4,1,0.24,snow
-0.6,-4.4,-2.6,-5.2,-11.4,-8.0,-7.8,69.1,0.0,4.17,2.98,29.58,53.6,25.4,317.5,1016.2,86.4,14.1,130.0,5.6,3,0.28,snow
0.6,-6.7,-3.3,-2.4,-14.0,-8.3,-12.4,50.58,0.0,0.0,0.0,29.23,42.4,33.0,303.2,1028.8,15.1,16.0,260.4,11.3,5,0.33,wind
4.3,-6.3,-0.5,0.8,-10.6,-4.9,-4.7,73.99,4.35,29.17,0.0,27.41,61.2,34.8,194.4,1017.8,88.2,15.3,125.6,5.0,4,0.38,snow
6.2,1.1,3.1,2.4,-4.3,-1.3,-1.7,71.8,0.0,0.0,0.0,23.43,44.6,27.3,248.6,1002.3,79.8,16.0,240.6,9.5,5,0.42,partly-cloudy-day
9.3,3.3,6.2,6.5,-1.0,2.5,-2.3,55.5,0.0,0.0,0.0,20.2,51.4,33.3,240.1,1010.4,49.8,16.0,260.7,11.3,6,0.45,wind
7.8,1.1,5.5,4.3,-3.6,1.0,-5.8,45.33,0.0,0.0,0.0,17.03,56.5,38.6,278.3,1012.9,27.9,16.0,268.4,11.6,6,0.48,wind
3.9,-1.8,0.3,3.9,-6.8,-3.9,-9.1,50.35,0.0,0.0,0.0,14.32,31.5,22.0,228.8,1029.4,34.7,16.0,279.3,12.1,6,0.5,partly-cloudy-day
8.3,-1.2,3.1,5.9,-6.1,-0.7,1.2,88.04,4.51,37.5,0.0,13.38,50.0,22.0,198.2,1023.2,82.0,12.3,50.2,2.2,1,0.5,rain
6.1,2.1,3.8,6.1,-1.1,1.0,-0.7,72.79,0.0,0.0,3.64,14.3,31.7,20.3,213.5,1023.6,93.5,16.0,122.6,5.3,2,0.51,snow
6.7,-1.2,3.5,3.9,-8.4,-0.5,-0.1,80.62,5.21,45.83,5.94,18.0,76.6,53.6,219.6,1003.4,81.5,10.5,61.2,2.6,1,0.53,snow
-2.2,-10.7,-5.8,-8.6,-22.4,-14.8,-20.9,29.74,0.0,0.0,0.0,16.0,80.1,51.4,285.1,1011.7,23.8,16.0,324.0,14.0,6,0.57,wind
8.8,-5.1,2.4,6.0,-11.6,-2.0,-10.4,38.38,0.0,0.0,0.0,15.0,38.7,27.4,266.6,1010.2,74.8,16.0,273.1,11.8,6,0.61,partly-cloudy-day
5.6,-1.7,2.7,2.8,-9.4,-1.9,-9.1,43.36,0.0,0.0,0.0,15.0,55.9,40.1,294.0,1005.6,54.4,16.0,230.5,10.0,8,0.67,wind
1.6,-4.4,-1.8,-4.8,-12.6,-8.6,-18.3,29.01,0.0,0.0,0.0,13.67,57.2,36.9,294.0,1006.5,85.1,16.0,289.5,12.5,6,0.72,wind
2.2,-5.7,-2.1,-2.0,-12.5,-7.8,-15.1,36.65,0.0,0.0,0.0,13.0,42.4,29.3,290.9,1015.3,32.0,16.0,342.8,14.8,6,0.78,partly-cloudy-day
3.3,-5.7,-1.1,-0.3,-12.1,-5.8,-14.1,37.28,0.0,0.0,0.0,13.0,33.5,20.4,308.5,1024.5,28.1,16.0,339.9,14.7,7,0.83,partly-cloudy-day
3.3,-4.0,0.1,0.6,-9.2,-4.2,-10.7,44.92,0.0,0.0,0.0,13.0,34.35393608481186,20.2,229.4,1027.8,31.6,16.0,342.9,14.8,6,0.88,partly-cloudy-day
15.6,2.1,8.3,15.6,-2.0,6.3,-6.7,34.84,0.0,0.0,0.0,13.0,38.9,27.6,272.7,1024.7,47.4,16.0,306.1,14.3,7,0.93,partly-cloudy-day
8.8,2.0,5.4,5.7,-1.1,2.9,-2.4,57.39,0.0,0.0,0.0,11.0,44.6,25.6,192.4,1032.7,29.7,16.0,304.6,14.3,6,0.96,partly-cloudy-day
23.3,2.8,11.7,23.3,0.3,10.6,2.5,58.6,0.0,0.0,0.0,8.67,53.9,35.0,210.5,1022.2,81.5,15.5,203.2,9.5,6,0.99,wind
18.3,9.9,14.4,18.3,6.3,14.3,-4.4,30.43,0.0,0.0,0.0,2.67,62.9,36.8,258.5,1013.7,45.1,16.0,351.6,15.2,6,1.0,wind
9.3,-0.1,5.0,6.9,-7.1,0.2,-13.4,25.64,0.0,0.0,0.0,0.0,65.2,44.5,291.7,1017.6,28.4,16.0,331.0,15.5,7,0.0,wind
8.8,-3.3,3.3,4.9,-11.7,-1.6,-10.8,35.6,0.0,4.35,0.0,0.0,64.6,46.0,287.6,1012.7,63.9,15.4,246.2,11.5,7,0.01,wind
-1.7,-8.3,-5.0,-8.4,-17.7,-13.1,-21.2,28.03,0.0,0.0,0.0,0.0,61.0,39.8,321.0,1022.9,29.4,16.0,315.6,14.8,7,0.02,wind
2.3,-6.8,-2.3,-1.7,-14.0,-7.2,-16.6,32.97,0.0,0.0,0.0,0.0,37.9,22.1,229.5,1025.3,67.8,16.0,283.8,13.3,7,0.04,partly-cloudy-day
10.6,-0.1,4.8,10.6,-4.5,1.7,-5.5,48.0,0.0,0.0,0.0,0.0,44.6,23.9,206.3,1021.0,47.1,16.0,317.2,14.8,6,0.07,partly-cloudy-day
9.3,2.9,6.3,8.3,-0.7,3.4,2.0,74.17,14.63,33.33,0.0,0.0,40.7,31.1,189.3,1015.3,94.8,11.6,82.8,3.6,2,0.11,rain
6.1,-0.1,3.2,2.7,-6.7,-1.9,-12.1,35.11,0.48,12.5,0.0,0.0,54.1,40.0,213.5,1020.3,46.5,15.7,357.7,16.7,7,0.15,rain
15.6,-0.2,7.5,15.6,-3.8,5.8,-11.2,25.93,0.0,0.0,0.0,0.0,35.3,20.4,280.8,1031.1,1.1,16.0,364.4,17.1,8,0.2,clear-day
14.4,2.7,8.4,14.4,2.7,7.7,-4.3,41.84,0.0,0.0,0.0,0.0,34.5750410493079,20.4,208.0,1033.3,15.9,16.0,365.8,17.1,7,0.24,clear-day
13.4,1.6,8.1,13.4,-0.6,6.6,-0.2,57.26,0.0,0.0,0.0,0.0,41.98205735992486,27.1,150.7,1029.7,13.0,16.0,366.5,17.2,7,0.29,clear-day
13.1,3.3,9.1,13.1,1.3,8.6,4.1,70.9,0.0,0.0,0.0,0.0,38.33382544574039,23.8,143.8,1026.3,34.4,15.9,361.5,16.9,7,0.34,partly-cloudy-day
11.8,4.3,8.8,11.8,2.0,8.0,5.2,78.22,0.0,0.0,0.0,0.0,29.5,21.8,112.7,1023.8,79.4,16.0,201.1,8.7,5,0.39,partly-cloudy-day
16.3,8.0,10.8,16.3,6.0,10.2,8.4,85.09,3.49,33.33,0.0,0.0,26.17305239845881,12.8,87.9,1017.8,96.2,8.9,156.7,7.3,4,0.43,rain
20.6,12.2,15.9,20.6,12.2,15.9,11.5,76.82,0.29,8.33,0.0,0.0,70.6,38.4,216.3,1005.8,76.7,15.6,143.4,6.7,3,0.46,rain
13.9,6.1,10.0,13.9,2.8,8.5,1.6,56.52,0.0,0.0,0.0,0.0,62.9,46.1,205.0,1017.4,38.0,16.0,352.3,16.5,8,0.49,wind
14.9,6.1,8.7,14.9,2.5,6.1,6.0,82.98,9.28,41.67,0.0,0.0,53.6,31.8,140.7,1011.9,99.9,12.5,42.2,2.0,1,0.5,rain
